age,income,pre_test_score,attendance_score,program_offered,program_participation,post_test_score,tau,categ
41.5,4938.0,40.59,28.1,1,0,40.59,18.009999999999998,never-taker
37.5,1868.0,34.36,7.1,0,0,34.36,18.89,never-taker
44.0,6261.0,43.68,26.3,1,0,43.68,17.57,never-taker
48.9,2891.0,35.55,20.6,1,0,35.55,18.72000000000001,never-taker
35.2,3970.0,40.33,14.0,0,0,40.33,18.050000000000004,never-taker
40.7,6639.0,41.81,24.6,0,0,41.81,35.0,complier
44.2,611.0,32.46,36.3,0,0,32.46,36.330000000000005,complier
48.3,3776.0,36.85,28.6,0,0,36.85,35.71,complier
45.9,1702.0,35.87,31.0,0,0,35.87,18.68,never-taker
45.6,9244.0,46.21,36.0,0,0,46.21,34.38,complier
42.9,1881.0,36.77,12.0,1,0,36.77,18.55,never-taker
46.4,7173.0,46.11,43.3,1,1,76.11,34.39,complier
49.1,14105.0,56.94,31.2,0,0,56.94,15.689999999999998,never-taker
35.5,1228.0,35.28,22.0,0,0,35.28,18.76,never-taker
47.6,1190.0,33.23,51.4,1,1,63.23,36.220000000000006,complier
43.5,17912.0,61.18,10.7,0,0,61.18,15.089999999999996,never-taker
41.4,4837.0,38.66,10.2,0,0,38.66,18.28,never-taker
31.8,907.0,34.88,41.6,0,0,34.88,35.98,complier
37.1,1681.0,33.37,22.9,0,0,33.37,36.2,complier
52.5,3073.0,37.95,35.0,0,0,37.95,35.55,complier
40.6,6458.0,41.47,20.8,0,0,41.47,35.05,complier
38.6,2735.0,35.48,17.5,0,0,35.48,18.730000000000004,never-taker
41.7,7581.0,44.27,11.8,0,0,44.27,17.489999999999995,never-taker
40.3,5944.0,41.82,65.8,0,0,41.82,34.99999999999999,complier
44.6,1037.0,34.81,27.6,0,0,34.81,18.83,never-taker
51.6,3736.0,38.3,9.6,0,0,38.3,18.330000000000005,never-taker
41.1,3591.0,37.41,43.1,0,0,37.41,35.63000000000001,complier
44.8,4286.0,41.37,37.9,0,0,41.37,17.900000000000006,never-taker
38.3,6540.0,43.22,25.5,1,0,43.22,17.64,never-taker
51.6,819.0,34.29,24.4,1,0,34.29,18.9,never-taker
44.9,5987.0,42.73,9.5,0,0,42.73,17.71,never-taker
38.6,2425.0,36.08,52.9,0,0,36.08,35.81,complier
48.5,10333.0,49.75,4.3,1,0,49.75,16.709999999999994,never-taker
50.0,8399.0,46.84,36.3,0,0,46.84,34.28999999999999,complier
44.8,461.0,31.46,53.3,0,0,31.46,36.470000000000006,complier
35.8,3111.0,35.19,32.6,0,0,35.19,35.94,complier
52.9,9261.0,46.51,14.4,0,0,46.51,17.17,never-taker
45.6,410.0,33.9,38.6,0,0,33.9,36.12,complier
49.9,7395.0,43.32,0.6,0,0,43.32,17.619999999999997,never-taker
41.2,19206.0,62.2,8.4,1,0,62.2,14.950000000000005,never-taker
42.0,662.0,31.67,4.5,0,0,31.67,19.27,never-taker
44.6,4448.0,38.5,52.4,0,0,38.5,35.47,complier
49.6,422.0,34.52,54.5,1,1,64.52000000000001,36.04,complier
44.7,7755.0,44.18,20.9,0,0,44.18,17.5,never-taker
37.7,2951.0,35.2,21.5,0,0,35.2,35.94,complier
45.3,1995.0,33.63,52.9,1,1,63.63,36.16,complier
52.1,1822.0,33.61,9.7,0,0,33.61,19.0,never-taker
44.3,20154.0,65.34,47.6,1,1,95.34,31.67,complier
44.6,7217.0,46.1,30.3,1,0,46.1,17.229999999999997,never-taker
37.7,938.0,34.42,13.4,1,0,34.42,18.879999999999995,never-taker
37.0,711.0,31.74,29.0,0,0,31.74,36.43000000000001,complier
40.8,7911.0,45.51,19.9,0,0,45.51,17.310000000000002,never-taker
42.4,2311.0,36.2,19.7,0,0,36.2,18.629999999999995,never-taker
44.5,482.0,33.25,11.8,1,0,33.25,19.05,never-taker
44.8,3640.0,38.41,52.2,0,0,38.41,35.480000000000004,complier
52.0,4756.0,39.84,28.2,1,0,39.84,18.12,never-taker
44.3,2867.0,37.3,5.2,0,0,37.3,18.480000000000004,never-taker
49.3,7357.0,46.2,46.9,0,0,46.2,34.379999999999995,complier
43.8,617.0,33.67,24.4,1,0,33.67,18.989999999999995,never-taker
51.2,4011.0,40.85,37.3,1,0,40.85,17.97,never-taker
34.6,24082.0,71.72,54.6,1,1,101.72,30.760000000000005,complier
41.0,1432.0,32.89,33.5,1,1,62.89,36.27,complier
48.9,1424.0,34.04,20.5,0,0,34.04,18.94,never-taker
43.1,6923.0,43.73,35.1,1,1,73.72999999999999,34.73,complier
48.7,4300.0,38.43,34.8,1,1,68.43,35.48,complier
45.9,3787.0,40.36,14.4,1,0,40.36,18.04,never-taker
48.7,15643.0,59.77,21.7,0,0,59.77,15.29,never-taker
47.1,6365.0,43.81,5.2,0,0,43.81,17.549999999999997,never-taker
47.4,4684.0,41.32,37.3,0,0,41.32,35.07,complier
51.5,526.0,33.44,31.5,0,0,33.44,19.020000000000003,never-taker
48.9,8656.0,45.35,26.8,1,1,75.35,34.49999999999999,complier
49.0,512.0,32.0,12.4,0,0,32.0,19.23,never-taker
44.1,9741.0,49.4,55.1,0,0,49.4,33.93,complier
41.1,2797.0,35.56,10.3,1,0,35.56,18.72,never-taker
40.7,4986.0,42.25,19.0,0,0,42.25,17.770000000000003,never-taker
47.8,3715.0,38.86,57.0,0,0,38.86,35.42,complier
31.8,10659.0,47.54,57.9,0,0,47.54,34.190000000000005,complier
37.5,792.0,32.17,15.1,0,0,32.17,19.2,never-taker
39.2,1082.0,34.49,3.0,1,0,34.49,18.87,never-taker
42.8,3628.0,37.93,36.6,1,1,67.93,35.550000000000004,complier
30.8,584.0,32.65,11.9,0,0,32.65,19.14,never-taker
50.3,5996.0,43.13,33.8,1,0,43.13,17.65,never-taker
47.0,1460.0,35.23,16.0,1,0,35.23,18.770000000000003,never-taker
53.9,16862.0,59.19,46.9,0,0,59.19,32.540000000000006,complier
49.3,4214.0,40.55,59.6,0,0,40.55,35.18000000000001,complier
49.2,963.0,32.32,31.5,0,0,32.32,36.35,complier
55.3,6716.0,43.38,15.1,0,0,43.38,17.61,never-taker
41.1,10373.0,50.79,20.7,0,0,50.79,16.559999999999995,never-taker
36.5,2087.0,35.98,6.2,1,0,35.98,18.660000000000004,never-taker
42.8,1459.0,34.48,55.8,0,0,34.48,36.04,complier
39.9,578.0,33.61,17.7,0,0,33.61,19.0,never-taker
42.7,759.0,34.15,36.0,1,1,64.15,36.09,complier
38.7,936.0,33.32,68.7,0,0,33.32,36.21,complier
46.8,7654.0,44.13,19.1,1,0,44.13,17.509999999999998,never-taker
46.6,345.0,33.44,15.9,0,0,33.44,19.020000000000003,never-taker
43.9,946.0,34.77,73.8,1,1,64.77000000000001,35.99999999999999,complier
45.6,4002.0,38.17,34.1,0,0,38.17,35.52,complier
43.3,6153.0,43.03,9.0,0,0,43.03,17.659999999999997,never-taker
47.8,3632.0,39.37,29.6,0,0,39.37,18.18,never-taker
44.3,1766.0,34.52,8.5,0,0,34.52,18.87,never-taker
42.7,3808.0,38.6,33.8,0,0,38.6,35.46,complier
48.6,608.0,33.53,21.3,0,0,33.53,19.01,never-taker
50.3,2411.0,38.09,22.1,1,0,38.09,18.36,never-taker
50.7,4577.0,40.4,19.0,1,0,40.4,18.04,never-taker
39.0,7571.0,46.05,16.9,1,0,46.05,17.240000000000002,never-taker
41.3,636.0,34.22,40.9,0,0,34.22,36.08,complier
35.5,1993.0,34.19,27.9,1,1,64.19,36.08,complier
42.8,1100.0,36.07,10.0,1,0,36.07,18.65,never-taker
46.1,6986.0,42.52,74.6,0,0,42.52,34.9,complier
43.3,4200.0,39.38,16.4,0,0,39.38,18.18,never-taker
53.7,478.0,34.03,7.2,1,0,34.03,18.94,never-taker
42.0,13739.0,54.47,10.9,0,0,54.47,16.040000000000006,never-taker
38.6,1896.0,33.78,12.3,0,0,33.78,18.98,never-taker
46.8,5210.0,39.36,32.3,1,1,69.36,35.349999999999994,complier
44.7,5666.0,41.47,43.4,0,0,41.47,35.05,complier
46.7,475.0,31.23,22.2,1,1,61.23,36.5,complier
45.5,7041.0,42.92,22.7,0,0,42.92,17.68,never-taker
45.2,9587.0,49.79,20.5,1,0,49.79,16.71,never-taker
33.4,9490.0,46.72,68.2,0,0,46.72,34.31,complier
40.4,2289.0,35.05,19.7,0,0,35.05,18.800000000000004,never-taker
41.0,1913.0,33.94,35.3,0,0,33.94,36.120000000000005,complier
42.3,779.0,31.99,16.5,1,0,31.99,19.23,never-taker
41.8,4483.0,39.13,10.8,0,0,39.13,18.22,never-taker
46.1,7077.0,41.98,49.2,0,0,41.98,34.98,complier
47.0,3583.0,38.69,17.7,0,0,38.69,18.28,never-taker
38.3,2279.0,35.21,54.9,0,0,35.21,35.940000000000005,complier
47.4,5447.0,40.86,1.0,0,0,40.86,17.97,never-taker
46.9,2696.0,35.42,46.1,0,0,35.42,35.91,complier
46.3,1702.0,34.74,5.4,0,0,34.74,18.84,never-taker
36.9,11274.0,51.51,35.2,1,1,81.50999999999999,33.63,complier
46.2,2633.0,38.36,22.1,0,0,38.36,18.33,never-taker
44.4,9462.0,46.0,31.6,1,1,76.0,34.41,complier
48.8,2183.0,34.89,59.1,1,1,64.89,35.980000000000004,complier
52.9,9093.0,46.3,15.2,1,0,46.3,17.200000000000003,never-taker
51.9,5485.0,42.21,34.8,1,0,42.21,17.78,never-taker
44.6,9445.0,47.41,26.7,0,0,47.41,34.21000000000001,complier
44.0,1718.0,33.91,25.0,0,0,33.91,36.120000000000005,complier
47.2,4777.0,41.55,42.2,1,1,71.55,35.040000000000006,complier
38.4,775.0,33.22,18.1,1,0,33.22,19.050000000000004,never-taker
36.7,4268.0,38.81,19.4,0,0,38.81,18.26,never-taker
41.6,6255.0,42.24,30.5,0,0,42.24,34.940000000000005,complier
50.1,15321.0,58.38,28.2,1,0,58.38,15.490000000000002,never-taker
42.3,1476.0,33.99,8.3,1,0,33.99,18.95,never-taker
51.5,929.0,33.4,41.1,1,1,63.4,36.190000000000005,complier
30.1,633.0,33.03,35.9,1,1,63.03,36.25,complier
36.1,1371.0,35.31,14.9,0,0,35.31,18.76,never-taker
43.4,16074.0,59.42,26.2,0,0,59.42,15.340000000000003,never-taker
48.4,5205.0,39.18,3.0,1,0,39.18,18.21,never-taker
43.7,2045.0,34.67,40.0,1,1,64.67,36.010000000000005,complier
43.5,861.0,33.0,17.0,0,0,33.0,19.090000000000003,never-taker
43.4,7541.0,44.25,32.0,0,0,44.25,34.66,complier
35.2,3013.0,37.02,20.5,1,0,37.02,18.52,never-taker
49.8,8653.0,45.18,15.0,1,0,45.18,17.36,never-taker
40.6,2153.0,35.91,24.6,1,0,35.91,18.67,never-taker
49.4,2187.0,35.38,27.6,0,0,35.38,18.75,never-taker
43.6,1533.0,34.0,31.2,1,1,64.0,36.11,complier
49.3,13385.0,55.41,28.5,1,0,55.41,15.909999999999997,never-taker
45.7,1578.0,35.9,28.0,0,0,35.9,18.67,never-taker
43.5,9615.0,48.71,92.2,0,0,48.71,34.02,complier
45.1,6338.0,44.74,56.0,0,0,44.74,34.59,complier
36.6,1474.0,35.05,3.2,1,0,35.05,18.800000000000004,never-taker
44.0,1929.0,37.24,38.5,0,0,37.24,18.48,never-taker
52.6,4125.0,40.2,33.4,1,0,40.2,18.07,never-taker
50.5,6326.0,40.89,28.8,1,1,70.89,35.129999999999995,complier
39.1,5384.0,41.6,43.3,0,0,41.6,35.029999999999994,complier
46.5,1192.0,33.44,61.0,1,1,63.44,36.19,complier
45.2,1111.0,33.17,36.4,0,0,33.17,36.23,complier
48.1,19392.0,65.27,5.6,0,0,65.27,14.510000000000003,never-taker
44.5,10789.0,51.52,72.5,1,1,81.52000000000001,33.63,complier
42.8,7707.0,43.14,14.7,0,0,43.14,17.65,never-taker
50.7,5532.0,41.78,33.5,0,0,41.78,35.010000000000005,complier
45.1,5145.0,40.32,16.0,0,0,40.32,18.05,never-taker
50.3,2620.0,37.94,32.9,0,0,37.94,18.39,never-taker
48.9,1679.0,33.78,17.0,1,0,33.78,18.98,never-taker
42.4,4693.0,40.85,42.0,1,1,70.85,35.13999999999999,complier
43.2,781.0,32.01,21.6,1,1,62.01,36.39000000000001,complier
53.6,1152.0,34.52,28.8,1,0,34.52,18.87,never-taker
45.0,3302.0,36.46,18.6,1,0,36.46,18.6,never-taker
40.2,1334.0,32.76,28.3,0,0,32.76,36.28000000000001,complier
38.0,1159.0,34.52,30.2,0,0,34.52,36.04,complier
48.9,5313.0,39.42,22.0,0,0,39.42,35.34,complier
44.8,2216.0,35.8,58.4,1,1,65.8,35.85000000000001,complier
40.0,574.0,33.41,54.0,1,1,63.41,36.19,complier
47.4,2053.0,36.54,9.7,1,0,36.54,18.58,never-taker
44.8,2337.0,34.68,15.2,0,0,34.68,18.85,never-taker
35.7,3898.0,40.27,24.7,1,0,40.27,18.059999999999995,never-taker
46.9,6866.0,42.59,13.4,1,0,42.59,17.729999999999997,never-taker
50.7,4880.0,39.82,35.4,1,1,69.82,35.279999999999994,complier
56.8,5874.0,41.64,42.1,0,0,41.64,35.03,complier
44.2,3758.0,39.14,28.3,0,0,39.14,18.22,never-taker
45.2,1519.0,32.81,51.2,1,1,62.81,36.28,complier
52.0,996.0,35.3,16.0,0,0,35.3,18.760000000000005,never-taker
44.8,16833.0,60.0,37.5,0,0,60.0,32.42,complier
45.4,4884.0,40.84,20.6,1,0,40.84,17.97,never-taker
40.8,6010.0,44.08,39.4,1,1,74.08,34.68000000000001,complier
37.0,1284.0,35.77,32.6,1,0,35.77,18.69,never-taker
48.6,1546.0,33.2,10.6,1,0,33.2,19.059999999999995,never-taker
37.6,10869.0,50.94,35.8,0,0,50.94,33.71000000000001,complier
49.7,1321.0,35.52,24.8,1,0,35.52,18.73,never-taker
40.1,1234.0,32.09,8.4,1,0,32.09,19.209999999999997,never-taker
45.3,334.0,31.92,29.9,0,0,31.92,36.39999999999999,complier
42.1,8685.0,46.69,6.7,0,0,46.69,17.150000000000006,never-taker
49.9,5153.0,39.79,30.1,1,1,69.78999999999999,35.29,complier
45.5,2492.0,34.26,24.4,1,1,64.25999999999999,36.07,complier
53.8,1569.0,35.29,63.1,0,0,35.29,35.93,complier
38.6,8058.0,46.55,64.0,0,0,46.55,34.33,complier
46.1,4823.0,41.0,64.0,0,0,41.0,35.120000000000005,complier
44.2,2394.0,34.7,40.0,0,0,34.7,36.00999999999999,complier
45.4,9892.0,47.67,47.4,1,1,77.67,34.17,complier
52.0,471.0,32.74,44.5,0,0,32.74,36.29,complier
46.9,350.0,32.17,10.1,1,0,32.17,19.2,never-taker
38.3,4079.0,37.75,16.7,1,0,37.75,18.41,never-taker
46.7,420.0,32.97,11.3,0,0,32.97,19.090000000000003,never-taker
41.9,429.0,33.52,31.8,0,0,33.52,19.01,never-taker
41.6,1306.0,33.16,13.5,0,0,33.16,19.06,never-taker
49.2,1003.0,33.52,26.4,0,0,33.52,19.01,never-taker
41.0,8605.0,48.13,29.1,1,0,48.13,16.93999999999999,never-taker
42.1,3337.0,39.23,42.2,0,0,39.23,35.37,complier
44.2,2754.0,37.94,9.5,0,0,37.94,18.39,never-taker
48.7,11059.0,49.78,33.5,1,1,79.78,33.870000000000005,complier
46.9,4972.0,40.52,29.3,0,0,40.52,18.02,never-taker
42.8,9165.0,47.81,27.3,1,0,47.81,16.989999999999995,never-taker
42.6,2047.0,34.3,32.9,1,1,64.3,36.07000000000001,complier
38.2,1331.0,33.95,17.8,1,0,33.95,18.95,never-taker
40.2,8986.0,46.08,12.2,0,0,46.08,17.230000000000004,never-taker
40.7,713.0,32.68,29.8,0,0,32.68,36.3,complier
43.3,458.0,31.93,30.3,0,0,31.93,36.4,complier
53.9,3175.0,36.6,37.1,0,0,36.6,35.74,complier
40.6,2456.0,36.41,10.9,1,0,36.41,18.6,never-taker
42.5,20539.0,66.2,35.4,1,1,96.2,31.55,complier
33.7,2598.0,35.66,33.0,0,0,35.66,35.870000000000005,complier
47.0,4053.0,37.23,14.0,1,0,37.23,18.49,never-taker
36.1,1441.0,35.45,52.1,0,0,35.45,35.89999999999999,complier
39.5,6265.0,44.47,29.4,0,0,44.47,17.46,never-taker
49.2,1078.0,35.92,45.1,1,1,65.92,35.84,complier
33.5,3356.0,35.7,47.2,0,0,35.7,35.86999999999999,complier
44.5,1628.0,34.59,12.9,1,0,34.59,18.86,never-taker
48.0,9228.0,49.51,20.5,1,0,49.51,16.750000000000007,never-taker
51.6,2415.0,36.11,16.5,1,0,36.11,18.64,never-taker
39.4,550.0,31.54,9.8,1,0,31.54,19.29,never-taker
40.9,4249.0,40.11,54.6,0,0,40.11,35.239999999999995,complier
53.0,3516.0,39.94,38.6,0,0,39.94,18.1,never-taker
43.9,4723.0,41.17,29.8,0,0,41.17,17.93,never-taker
40.3,4695.0,40.33,43.1,0,0,40.33,35.21000000000001,complier
40.4,2953.0,37.93,65.6,0,0,37.93,35.550000000000004,complier
39.1,5871.0,41.53,36.7,0,0,41.53,35.03999999999999,complier
41.8,2804.0,38.6,12.5,0,0,38.6,18.29,never-taker
49.4,7946.0,44.88,27.7,0,0,44.88,34.57,complier
48.4,365.0,32.14,52.4,0,0,32.14,36.370000000000005,complier
38.1,2154.0,33.52,9.1,0,0,33.52,19.01,never-taker
45.1,378.0,32.21,32.4,1,1,62.21,36.35999999999999,complier
42.0,9741.0,46.53,22.1,1,1,76.53,34.33,complier
47.9,3185.0,38.1,47.8,0,0,38.1,35.529999999999994,complier
43.2,3107.0,36.24,3.4,0,0,36.24,18.629999999999995,never-taker
45.9,3387.0,39.52,44.0,1,1,69.52000000000001,35.32999999999999,complier
43.2,4013.0,38.88,52.5,0,0,38.88,35.419999999999995,complier
33.1,12696.0,53.04,59.5,1,1,83.03999999999999,33.410000000000004,complier
44.2,1823.0,34.64,44.6,1,1,64.64,36.02,complier
37.6,1391.0,36.0,36.9,0,0,36.0,35.83,complier
47.7,581.0,34.26,17.2,1,0,34.26,18.910000000000004,never-taker
40.6,1383.0,35.77,22.2,0,0,35.77,18.69,never-taker
41.0,2420.0,37.87,42.3,0,0,37.87,35.56000000000001,complier
44.0,3074.0,38.83,5.2,1,0,38.83,18.260000000000005,never-taker
46.9,7427.0,45.27,12.3,0,0,45.27,17.349999999999994,never-taker
43.2,4431.0,40.58,15.8,1,0,40.58,18.010000000000005,never-taker
52.2,15463.0,59.49,18.9,1,0,59.49,15.329999999999991,never-taker
52.2,10943.0,49.72,1.4,1,0,49.72,16.72,never-taker
52.6,7205.0,44.13,13.1,0,0,44.13,17.509999999999998,never-taker
42.8,7405.0,46.31,28.7,0,0,46.31,17.199999999999996,never-taker
36.6,7970.0,43.52,8.7,0,0,43.52,17.589999999999996,never-taker
50.1,582.0,34.72,15.9,0,0,34.72,18.840000000000003,never-taker
41.9,7980.0,43.72,45.8,0,0,43.72,34.730000000000004,complier
44.2,457.0,32.15,59.8,0,0,32.15,36.37,complier
47.1,2012.0,33.92,11.1,1,0,33.92,18.96,never-taker
36.0,543.0,31.37,21.0,1,1,61.370000000000005,36.47999999999999,complier
52.1,1148.0,34.57,51.7,0,0,34.57,36.03,complier
48.4,764.0,34.64,6.3,0,0,34.64,18.85,never-taker
45.8,1224.0,33.7,36.1,0,0,33.7,36.14999999999999,complier
48.5,372.0,30.84,21.1,0,0,30.84,36.56,complier
46.8,5993.0,42.92,27.9,1,0,42.92,17.68,never-taker
44.6,6707.0,41.53,14.7,1,0,41.53,17.879999999999995,never-taker
42.5,663.0,32.88,28.7,0,0,32.88,36.27,complier
40.3,4214.0,38.63,13.0,0,0,38.63,18.29,never-taker
45.4,15556.0,58.53,23.4,0,0,58.53,15.47,never-taker
45.8,3854.0,39.28,13.9,1,0,39.28,18.2,never-taker
49.4,1168.0,34.64,42.1,1,1,64.64,36.02,complier
45.0,1856.0,37.29,58.9,1,1,67.28999999999999,35.64000000000001,complier
39.7,6401.0,42.26,9.4,1,0,42.26,17.770000000000003,never-taker
36.1,4411.0,39.46,13.4,0,0,39.46,18.17,never-taker
43.4,1830.0,33.41,13.0,1,0,33.41,19.03,never-taker
43.9,779.0,33.61,43.5,0,0,33.61,36.16,complier
43.5,9637.0,49.21,21.9,0,0,49.21,16.79,never-taker
36.3,432.0,33.15,13.9,0,0,33.15,19.06,never-taker
49.4,14233.0,57.73,45.8,0,0,57.73,32.75000000000001,complier
49.4,7176.0,45.84,5.2,1,0,45.84,17.269999999999996,never-taker
39.9,15604.0,57.02,2.9,1,0,57.02,15.68,never-taker
48.0,605.0,32.34,27.2,0,0,32.34,36.34,complier
48.8,10522.0,51.69,59.2,0,0,51.69,33.60000000000001,complier
44.2,955.0,33.14,17.9,1,0,33.14,19.07,never-taker
39.3,8280.0,47.49,37.2,1,1,77.49000000000001,34.2,complier
52.1,1499.0,36.96,39.4,0,0,36.96,18.52,never-taker
45.9,2779.0,35.86,8.7,1,0,35.86,18.68,never-taker
42.7,1477.0,34.78,45.6,1,1,64.78,36.0,complier
47.9,848.0,35.59,37.5,1,0,35.59,18.72,never-taker
52.1,786.0,33.81,16.4,1,0,33.81,18.97,never-taker
41.5,3012.0,38.74,33.3,1,0,38.74,18.27,never-taker
47.5,2260.0,36.81,31.9,1,0,36.81,18.55,never-taker
53.7,12073.0,53.16,34.6,1,0,53.16,16.230000000000004,never-taker
38.4,5699.0,42.7,44.5,0,0,42.7,34.879999999999995,complier
41.3,1058.0,35.68,41.0,1,1,65.68,35.87,complier
41.0,4673.0,41.51,34.0,0,0,41.51,17.880000000000003,never-taker
43.2,2090.0,33.94,19.9,1,1,63.94,36.120000000000005,complier
43.0,4382.0,40.56,20.5,0,0,40.56,18.009999999999998,never-taker
45.5,682.0,34.49,9.2,1,0,34.49,18.87,never-taker
39.9,5788.0,40.08,17.1,0,0,40.08,18.08,never-taker
40.9,5506.0,40.84,22.7,1,0,40.84,17.97,never-taker
45.5,8423.0,48.0,36.5,1,0,48.0,16.959999999999994,never-taker
44.8,1314.0,36.14,31.8,0,0,36.14,18.64,never-taker
48.4,2813.0,36.25,35.4,0,0,36.25,35.790000000000006,complier
46.0,19506.0,65.14,36.7,0,0,65.14,31.700000000000003,complier
47.9,5984.0,41.6,11.1,1,0,41.6,17.869999999999997,never-taker
38.3,3633.0,37.82,16.6,1,0,37.82,18.4,never-taker
42.1,1698.0,35.82,49.4,0,0,35.82,35.85,complier
53.2,2166.0,37.91,9.1,1,0,37.91,18.39,never-taker
46.0,11667.0,51.29,27.2,0,0,51.29,33.660000000000004,complier
47.7,4704.0,41.19,24.4,1,0,41.19,17.92,never-taker
45.4,4469.0,38.71,12.4,0,0,38.71,18.28,never-taker
46.1,4548.0,38.48,43.0,1,1,68.47999999999999,35.470000000000006,complier
42.8,14063.0,56.13,33.1,1,1,86.13,32.96999999999999,complier
61.9,5307.0,42.25,47.2,0,0,42.25,34.94,complier
42.0,1292.0,32.29,50.1,0,0,32.29,36.35,complier
43.8,4315.0,40.33,48.2,0,0,40.33,35.21000000000001,complier
31.9,2472.0,34.39,33.7,0,0,34.39,36.05,complier
49.5,4794.0,40.84,25.5,1,0,40.84,17.97,never-taker
41.2,11782.0,51.29,11.4,0,0,51.29,16.490000000000002,never-taker
43.7,7269.0,44.16,11.6,0,0,44.16,17.5,never-taker
41.4,4660.0,39.64,24.0,1,0,39.64,18.14,never-taker
43.3,4785.0,39.1,48.8,1,1,69.1,35.38999999999999,complier
42.6,19419.0,64.78,23.6,0,0,64.78,14.579999999999998,never-taker
43.8,3940.0,39.93,46.3,0,0,39.93,35.27,complier
43.7,445.0,34.85,43.6,1,1,64.85,35.99,complier
43.2,1123.0,32.78,19.3,0,0,32.78,19.12,never-taker
43.2,489.0,34.66,10.5,1,0,34.66,18.85,never-taker
50.5,15347.0,58.53,29.4,0,0,58.53,15.47,never-taker
48.4,4395.0,39.8,6.9,0,0,39.8,18.120000000000005,never-taker
48.4,3235.0,38.41,27.2,0,0,38.41,18.32,never-taker
40.3,8860.0,45.18,13.8,0,0,45.18,17.36,never-taker
50.3,1171.0,36.25,43.8,0,0,36.25,35.790000000000006,complier
49.7,8011.0,45.8,11.2,0,0,45.8,17.270000000000003,never-taker
41.2,2491.0,35.15,36.9,0,0,35.15,35.95,complier
51.6,3755.0,39.94,4.4,0,0,39.94,18.1,never-taker
40.6,1328.0,35.75,9.1,0,0,35.75,18.700000000000003,never-taker
34.8,1491.0,33.72,13.4,0,0,33.72,18.980000000000004,never-taker
49.5,3919.0,39.11,22.6,1,0,39.11,18.22,never-taker
43.4,2557.0,38.45,35.0,0,0,38.45,18.309999999999995,never-taker
48.9,3352.0,37.34,46.9,0,0,37.34,35.64,complier
40.2,14688.0,58.11,41.7,1,1,88.11,32.69,complier
37.7,2048.0,36.17,49.0,1,1,66.17,35.8,complier
50.2,2768.0,37.98,21.1,0,0,37.98,18.380000000000003,never-taker
37.0,752.0,31.42,10.4,1,0,31.42,19.309999999999995,never-taker
36.2,9023.0,48.26,55.7,1,1,78.25999999999999,34.09,complier
34.4,2551.0,35.67,61.6,0,0,35.67,35.870000000000005,complier
30.0,5466.0,40.87,34.5,1,1,70.87,35.14000000000001,complier
38.8,3852.0,36.24,49.2,0,0,36.24,35.79,complier
33.2,364.0,31.88,2.1,0,0,31.88,19.24,never-taker
43.8,4224.0,37.22,2.8,0,0,37.22,18.49,never-taker
32.8,3968.0,37.17,54.1,1,1,67.17,35.66,complier
38.5,5473.0,40.41,21.6,0,0,40.41,35.2,complier
55.7,3232.0,37.53,28.3,1,0,37.53,18.44,never-taker
45.7,1903.0,37.09,13.0,1,0,37.09,18.51,never-taker
44.3,11189.0,52.85,20.6,1,0,52.85,16.270000000000003,never-taker
35.9,9272.0,48.39,47.6,0,0,48.39,34.06999999999999,complier
42.8,452.0,32.47,17.2,1,0,32.47,19.160000000000004,never-taker
44.2,7729.0,43.72,53.7,1,1,73.72,34.730000000000004,complier
36.0,3299.0,38.24,9.0,1,0,38.24,18.34,never-taker
44.6,1680.0,34.73,31.3,0,0,34.73,36.01,complier
50.0,6065.0,40.89,13.3,0,0,40.89,17.97,never-taker
42.3,2896.0,35.2,25.8,1,1,65.2,35.94,complier
43.0,7599.0,46.75,31.5,1,0,46.75,17.14,never-taker
33.8,3180.0,36.01,36.3,1,1,66.00999999999999,35.82,complier
37.0,1167.0,34.7,36.6,1,1,64.7,36.00999999999999,complier
49.3,5306.0,40.83,8.0,0,0,40.83,17.980000000000004,never-taker
40.7,4911.0,40.79,55.7,1,1,70.78999999999999,35.15,complier
39.4,4478.0,40.58,60.2,0,0,40.58,35.18000000000001,complier
40.5,7444.0,42.43,9.4,1,0,42.43,17.75,never-taker
43.7,8913.0,45.95,47.0,0,0,45.95,34.42,complier
38.2,1264.0,35.18,24.0,1,0,35.18,18.78,never-taker
44.6,5763.0,40.46,55.5,0,0,40.46,35.190000000000005,complier
37.2,12599.0,52.45,26.5,1,1,82.45,33.489999999999995,complier
47.9,480.0,34.6,29.5,0,0,34.6,18.86,never-taker
38.7,702.0,34.28,20.9,0,0,34.28,18.9,never-taker
50.6,321.0,33.51,37.3,1,1,63.51,36.18,complier
43.9,5240.0,40.83,8.5,0,0,40.83,17.980000000000004,never-taker
39.8,4366.0,39.9,10.1,1,0,39.9,18.11,never-taker
48.6,12657.0,53.62,11.4,0,0,53.62,16.160000000000004,never-taker
37.1,2356.0,35.22,7.9,1,0,35.22,18.770000000000003,never-taker
41.3,509.0,33.43,19.2,1,0,33.43,19.020000000000003,never-taker
44.0,5211.0,39.57,25.8,0,0,39.57,35.32,complier
43.4,7227.0,46.24,53.1,0,0,46.24,34.37,complier
34.0,8159.0,44.63,50.9,0,0,44.63,34.6,complier
39.4,1300.0,33.47,30.9,1,1,63.47,36.18000000000001,complier
44.8,2405.0,38.14,41.0,0,0,38.14,35.52,complier
